Linux 6.16.0-1002-asahi-arm (onosendai) 	03/20/2026 	_aarch64_	(10 CPU)

10:28:40 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
10:31:24 AM    5    0.00    0.00    0.00  100.00    0.00    0.00    0.00    0.00    0.00    0.00
10:31:24 AM    6    0.00    0.00    0.00  100.00    0.00    0.00    0.00    0.00    0.00    0.00
10:31:24 AM    7    0.50    0.00    0.00    0.50    0.00    0.00    0.00    0.00    0.00   99.00
10:31:24 AM    8    0.00    0.00    0.50    0.00    0.00    0.00    0.00    0.00    0.00   99.50
10:31:24 AM    9    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00

10:31:24 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
10:31:26 AM  all    0.55    0.00    0.30   19.78    0.00    0.00    0.00    0.00    0.00   79.37
10:31:26 AM    0    0.50    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   99.50
10:31:26 AM    1    1.01    0.00    0.50    0.00    0.00    0.00    0.00    0.00    0.00   98.49
10:31:26 AM    2    0.50    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   99.50
10:31:26 AM    3    0.50    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   99.50
10:31:26 AM    4    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
10:31:26 AM    5    0.50    0.00    0.50   99.00    0.00    0.00    0.00    0.00    0.00    0.00
10:31:26 AM    6    0.50    0.00    0.50   98.99    0.00    0.00    0.00    0.00    0.00    0.00
10:31:26 AM    7    0.50    0.00    0.50    0.00    0.00    0.00    0.00    0.00    0.00   99.00
10:31:26 AM    8    0.50    0.00    0.50    0.00    0.00    0.00    0.00    0.00    0.00   98.99
10:31:26 AM    9    1.00    0.00    0.50    0.00    0.00    0.00    0.00    0.00    0.00   98.51

10:31:26 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
10:31:28 AM  all    0.25    0.00    0.15   20.00    0.00    0.00    0.00    0.00    0.00   79.60
10:31:28 AM    0    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
10:31:28 AM    1    0.50    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   98.51
10:31:28 AM    2    0.50    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   99.50
10:31:28 AM    3    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
10:31:28 AM    4    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
10:31:28 AM    5    0.00    0.00    0.00  100.00    0.00    0.00    0.00    0.00    0.00    0.00
10:31:28 AM    6    0.50    0.00    0.00   99.50    0.00    0.00    0.00    0.00    0.00    0.00
10:31:28 AM    7    0.50    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   99.50
10:31:28 AM    8    0.50    0.00    0.50    0.00    0.00    0.00    0.00    0.00    0.00   99.00
10:31:28 AM    9    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00

10:31:28 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
10:31:30 AM  all    0.25    0.00    0.15   19.94    0.00    0.00    0.00    0.00    0.00   79.66
10:31:30 AM    0    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
10:31:30 AM    1    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
10:31:30 AM    2    1.00    0.00    0.50    0.00    0.00    0.00    0.00    0.00    0.00   98.51
10:31:30 AM    3    0.00    0.00    0.50    0.00    0.00    0.00    0.00    0.00    0.00   99.50
10:31:30 AM    4    0.50    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   99.50
10:31:30 AM    5    0.00    0.00    0.00  100.00    0.00    0.00    0.00    0.00    0.00    0.00
10:31:30 AM    6    0.00    0.00    0.00  100.00    0.00    0.00    0.00    0.00    0.00    0.00
10:31:30 AM    7    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
10:31:30 AM    8    0.50    0.00    0.50    0.00    0.00    0.00    0.00    0.00    0.00   99.00
10:31:30 AM    9    0.50    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   99.50

10:31:30 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
10:31:32 AM  all    0.35    0.00    0.15   15.02    0.00    0.00    0.00    0.00    0.00   84.48
10:31:32 AM    0    0.00    0.00    0.50    0.00    0.00    0.00    0.00    0.00    0.00   99.50
10:31:32 AM    1    0.50    0.00    0.50    0.00    0.00    0.00    0.00    0.00    0.00   99.00
10:31:32 AM    2    0.50    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   99.50
10:31:32 AM    3    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
10:31:32 AM    4    0.00    0.00    0.50    0.00    0.00    0.00    0.00    0.00    0.00   99.50
10:31:32 AM    5    1.00    0.00    0.00   75.50    0.00    0.00    0.00    0.00    0.00   23.50
10:31:32 AM    6    1.00    0.00    0.00   74.00    0.00    0.00    0.00    0.00    0.00   25.00
10:31:32 AM    7    0.50    0.00    0.00    0.50    0.00    0.00    0.00    0.00    0.00   99.00
10:31:32 AM    8    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
10:31:32 AM    9    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00

10:31:32 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
10:31:34 AM  all    0.35    0.00    0.30    0.00    0.00    0.00    0.00    0.00    0.00   99.35
10:31:34 AM    0    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
10:31:34 AM    1    0.50    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   98.50
10:31:34 AM    2    1.01    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   98.99
10:31:34 AM    3    0.50    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   99.50
10:31:34 AM    4    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
10:31:34 AM    5    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
10:31:34 AM    6    0.00    0.00    0.50    0.00    0.00    0.00    0.00    0.00    0.00   99.50
10:31:34 AM    7    0.50    0.00    0.50    0.00    0.00    0.00    0.00    0.00    0.00   99.00
10:31:34 AM    8    0.50    0.00    0.50    0.00    0.00    0.00    0.00    0.00    0.00   99.00
10:31:34 AM    9    0.50    0.00    0.50    0.00    0.00    0.00    0.00    0.00    0.00   99.01

10:31:34 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
10:31:36 AM  all    0.20    0.00    0.10    0.05    0.00    0.00    0.00    0.00    0.00   99.65
10:31:36 AM    0    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
10:31:36 AM    1    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
10:31:36 AM    2    0.00    0.00    0.50    0.00    0.00    0.00    0.00    0.00    0.00   99.50
10:31:36 AM    3    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
10:31:36 AM    4    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
10:31:36 AM    5    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
10:31:36 AM    6    2.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   98.00
10:31:36 AM    7    0.00    0.00    0.00    0.50    0.00    0.00    0.00    0.00    0.00   99.50
10:31:36 AM    8    0.00    0.00    0.50    0.00    0.00    0.00    0.00    0.00    0.00   99.50
10:31:36 AM    9    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00

10:31:36 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
10:31:38 AM  all    0.35    0.00    0.20    0.00    0.00    0.00    0.00    0.00    0.00   99.45
10:31:38 AM    0    0.50    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   99.50
10:31:38 AM    1    0.50    0.00    0.50    0.00    0.00    0.00    0.00    0.00    0.00   99.00
10:31:38 AM    2    1.01    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   98.99
10:31:38 AM    3    0.50    0.00    0.50    0.00    0.00    0.00    0.00    0.00    0.00   99.00
10:31:38 AM    4    0.50    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   99.50
10:31:38 AM    5    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
10:31:38 AM    6    0.00    0.00    0.50    0.00    0.00    0.00    0.00    0.00    0.00   99.50
10:31:38 AM    7    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
10:31:38 AM    8    0.50    0.00    0.50    0.00    0.00    0.00    0.00    0.00    0.00   99.00
10:31:38 AM    9    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00

10:31:38 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
10:31:40 AM  all    0.65    0.00    0.10    0.00    0.00    0.00    0.00    0.00    0.00   99.25
10:31:40 AM    0    1.01    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   98.99
10:31:40 AM    1    1.01    0.00    0.50    0.00    0.00    0.00    0.00    0.00    0.00   98.49
10:31:40 AM    2    0.50    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   99.50
10:31:40 AM    3    1.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   99.00
10:31:40 AM    4    0.50    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   99.50
10:31:40 AM    5    0.50    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   99.50
10:31:40 AM    6    0.50    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   99.50
10:31:40 AM    7    0.50    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   99.50
10:31:40 AM    8    0.50    0.00    0.50    0.00    0.00    0.00    0.00    0.00    0.00   99.00
10:31:40 AM    9    0.50    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   99.50

10:31:40 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
10:31:42 AM  all    1.45    0.00    0.55    2.96    0.00    0.00    0.00    0.00    0.00   95.04
10:31:42 AM    0    2.50    0.00    0.50    0.00    0.00    0.00    0.00    0.00    0.00   97.00
10:31:42 AM    1    0.50    0.00    0.50    0.00    0.00    0.00    0.00    0.00    0.00   99.00
10:31:42 AM    2    3.02    0.00    1.01   15.08    0.00    0.00    0.00    0.00    0.00   80.90
10:31:42 AM    3    0.00    0.00    0.50    0.00    0.00    0.00    0.00    0.00    0.00   99.50
10:31:42 AM    4    1.49    0.00    0.50    1.00    0.00    0.00    0.00    0.00    0.00   97.01
10:31:42 AM    5    2.50    0.00    0.50   13.50    0.00    0.00    0.00    0.00    0.00   83.50
10:31:42 AM    6    0.00    0.00    0.50    0.00    0.00    0.00    0.00    0.00    0.00   99.50
10:31:42 AM    7    0.50    0.00    0.50    0.00    0.00    0.00    0.00    0.00    0.00   99.00
10:31:42 AM    8    0.50    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   99.50
10:31:42 AM    9    3.52    0.00    1.01    0.00    0.00    0.00    0.00    0.00    0.00   95.48

10:31:42 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
10:31:44 AM  all    0.30    0.00    0.10   19.94    0.00    0.00    0.00    0.00    0.00   79.66
10:31:44 AM    0    0.50    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   99.50
10:31:44 AM    1    0.50    0.00    0.50    0.00    0.00    0.00    0.00    0.00    0.00   98.99
10:31:44 AM    2    0.50    0.00    0.00   27.36    0.00    0.00    0.00    0.00    0.00   72.14
10:31:44 AM    3    0.50    0.00    0.00   72.00    0.00    0.00    0.00    0.00    0.00   27.50
10:31:44 AM    4    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
10:31:44 AM    5    0.00    0.00    0.00  100.00    0.00    0.00    0.00    0.00    0.00    0.00
10:31:44 AM    6    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
10:31:44 AM    7    0.50    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   99.50
10:31:44 AM    8    0.00    0.00    0.50    0.00    0.00    0.00    0.00    0.00    0.00   99.50
10:31:44 AM    9    0.50    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   99.50

10:31:44 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
10:31:46 AM  all    0.30    0.00    0.25   19.90    0.00    0.00    0.00    0.00    0.00   79.55
10:31:46 AM    0    0.50    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   99.50
10:31:46 AM    1    0.50    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   98.51
10:31:46 AM    2    0.50    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   99.50
10:31:46 AM    3    0.00    0.00    0.00  100.00    0.00    0.00    0.00    0.00    0.00    0.00
10:31:46 AM    4    0.00    0.00    0.50    0.00    0.00    0.00    0.00    0.00    0.00   99.50
10:31:46 AM    5    0.50    0.00    0.50   99.00    0.00    0.00    0.00    0.00    0.00    0.00
10:31:46 AM    6    0.50    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   99.50
10:31:46 AM    7    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
10:31:46 AM    8    0.50    0.00    0.50    0.00    0.00    0.00    0.00    0.00    0.00   99.00
10:31:46 AM    9    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00

10:31:46 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
10:31:48 AM  all    0.05    0.00    0.10   20.03    0.00    0.00    0.00    0.00    0.00   79.82
10:31:48 AM    0    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
10:31:48 AM    1    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
10:31:48 AM    2    0.00    0.00    0.50    0.00    0.00    0.00    0.00    0.00    0.00   99.50
10:31:48 AM    3    0.00    0.00    0.00  100.00    0.00    0.00    0.00    0.00    0.00    0.00
10:31:48 AM    4    0.50    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   99.50
10:31:48 AM    5    0.00    0.00    0.00  100.00    0.00    0.00    0.00    0.00    0.00    0.00
10:31:48 AM    6    0.00    0.00    0.50    0.00    0.00    0.00    0.00    0.00    0.00   99.50
10:31:48 AM    7    0.00    0.00    0.00    0.50    0.00    0.00    0.00    0.00    0.00   99.50
10:31:48 AM    8    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
10:31:48 AM    9    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00

10:31:48 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
10:31:50 AM  all    0.60    0.00    0.15   19.70    0.00    0.00    0.00    0.00    0.00   79.55
10:31:50 AM    0    0.50    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   99.50
10:31:50 AM    1    0.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   99.00
10:31:50 AM    2    1.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   99.00
10:31:50 AM    3    2.50    0.00    0.00   97.50    0.00    0.00    0.00    0.00    0.00    0.00
10:31:50 AM    4    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
10:31:50 AM    5    0.00    0.00    0.00  100.00    0.00    0.00    0.00    0.00    0.00    0.00
10:31:50 AM    6    0.50    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   99.50
10:31:50 AM    7    0.50    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   99.50
10:31:50 AM    8    0.50    0.00    0.50    0.00    0.00    0.00    0.00    0.00    0.00   99.00
10:31:50 AM    9    0.50    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   99.50

10:31:50 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
10:31:52 AM  all    0.45    0.00    0.25   19.90    0.00    0.05    0.00    0.00    0.00   79.35
10:31:52 AM    0    0.50    0.00    0.50    0.00    0.00    0.00    0.00    0.00    0.00   99.00
10:31:52 AM    1    0.50    0.00    0.50    0.00    0.00    0.00    0.00    0.00    0.00   98.99
10:31:52 AM    2    0.50    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   99.50
10:31:52 AM    3    0.50    0.00    0.50   98.51    0.00    0.50    0.00    0.00    0.00    0.00
10:31:52 AM    4    0.50    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   99.50
10:31:52 AM    5    0.50    0.00    0.00   99.50    0.00    0.00    0.00    0.00    0.00    0.00
10:31:52 AM    6    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
10:31:52 AM    7    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
10:31:52 AM    8    0.50    0.00    0.50    0.00    0.00    0.00    0.00    0.00    0.00   99.00
10:31:52 AM    9    1.00    0.00    0.50    0.00    0.00    0.00    0.00    0.00    0.00   98.51

10:31:52 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
10:31:54 AM  all    0.15    0.00    0.00   19.98    0.00    0.00    0.00    0.00    0.00   79.87
10:31:54 AM    0    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
10:31:54 AM    1    0.50    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   99.50
10:31:54 AM    2    0.50    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   99.50
10:31:54 AM    3    0.00    0.00    0.00  100.00    0.00    0.00    0.00    0.00    0.00    0.00
10:31:54 AM    4    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
10:31:54 AM    5    0.00    0.00    0.00  100.00    0.00    0.00    0.00    0.00    0.00    0.00
10:31:54 AM    6    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
10:31:54 AM    7    0.50    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   99.50
10:31:54 AM    8    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
10:31:54 AM    9    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00

10:31:54 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
10:31:56 AM  all    0.55    0.00    0.10   20.00    0.00    0.00    0.00    0.00    0.00   79.35
10:31:56 AM    0    0.50    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   99.50
10:31:56 AM    1    1.00    0.00    0.50    0.00    0.00    0.00    0.00    0.00    0.00   98.50
10:31:56 AM    2    0.50    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   99.50
10:31:56 AM    3    0.00    0.00    0.00  100.00    0.00    0.00    0.00    0.00    0.00    0.00
10:31:56 AM    4    0.50    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   99.50
10:31:56 AM    5    0.50    0.00    0.00   99.50    0.00    0.00    0.00    0.00    0.00    0.00
10:31:56 AM    6    0.50    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   99.50
10:31:56 AM    7    0.50    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   99.50
10:31:56 AM    8    0.50    0.00    0.50    0.00    0.00    0.00    0.00    0.00    0.00   98.99
10:31:56 AM    9    1.01    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   98.99

10:31:56 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
10:31:58 AM  all    0.25    0.00    0.15   19.96    0.00    0.00    0.00    0.00    0.00   79.64
10:31:58 AM    0    0.50    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   99.50
10:31:58 AM    1    0.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   99.00
10:31:58 AM    2    0.50    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   99.50
10:31:58 AM    3    0.00    0.00    0.00  100.00    0.00    0.00    0.00    0.00    0.00    0.00
10:31:58 AM    4    0.50    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   99.50
10:31:58 AM    5    0.00    0.00    0.00  100.00    0.00    0.00    0.00    0.00    0.00    0.00
10:31:58 AM    6    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
10:31:58 AM    7    0.50    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   99.50
10:31:58 AM    8    0.50    0.00    0.50    0.00    0.00    0.00    0.00    0.00    0.00   99.00
10:31:58 AM    9    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00

10:31:58 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
10:32:00 AM  all    0.15    0.00    0.15   20.01    0.00    0.00    0.00    0.00    0.00   79.69
10:32:00 AM    0    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
10:32:00 AM    1    0.50    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   99.50
10:32:00 AM    2    0.50    0.00    0.50    0.00    0.00    0.00    0.00    0.00    0.00   99.00
10:32:00 AM    3    0.00    0.00    0.00  100.00    0.00    0.00    0.00    0.00    0.00    0.00
10:32:00 AM    4    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
10:32:00 AM    5    0.00    0.00    0.50   99.50    0.00    0.00    0.00    0.00    0.00    0.00
10:32:00 AM    6    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
10:32:00 AM    7    0.00    0.00    0.50    0.50    0.00    0.00    0.00    0.00    0.00   99.00
10:32:00 AM    8    0.50    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   99.50
10:32:00 AM    9    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00

10:32:00 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
10:32:02 AM  all    0.05    0.00    0.25   20.02    0.00    0.00    0.00    0.00    0.00   79.68
10:32:02 AM    0    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
10:32:02 AM    1    0.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   99.00
10:32:02 AM    2    0.50    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   99.50
10:32:02 AM    3    0.00    0.00    0.00  100.00    0.00    0.00    0.00    0.00    0.00    0.00
10:32:02 AM    4    0.00    0.00    0.50    0.00    0.00    0.00    0.00    0.00    0.00   99.50
10:32:02 AM    5    0.00    0.00    0.00  100.00    0.00    0.00    0.00    0.00    0.00    0.00
10:32:02 AM    6    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
10:32:02 AM    7    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
10:32:02 AM    8    0.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   99.00
10:32:02 AM    9    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00

10:32:02 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
10:32:04 AM  all    0.05    0.00    0.10   19.98    0.00    0.00    0.00    0.00    0.00   79.87
10:32:04 AM    0    0.00    0.00    0.50    0.00    0.00    0.00    0.00    0.00    0.00   99.50
10:32:04 AM    1    0.00    0.00    0.50    0.00    0.00    0.00    0.00    0.00    0.00   99.50
10:32:04 AM    2    0.50    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   99.50
10:32:04 AM    3    0.00    0.00    0.00  100.00    0.00    0.00    0.00    0.00    0.00    0.00
10:32:04 AM    4    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
10:32:04 AM    5    0.00    0.00    0.00  100.00    0.00    0.00    0.00    0.00    0.00    0.00
10:32:04 AM    6    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
10:32:04 AM    7    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
10:32:04 AM    8    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
10:32:04 AM    9    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00

10:32:04 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
10:32:06 AM  all    0.40    0.00    0.10   19.98    0.00    0.00    0.00    0.00    0.00   79.52
10:32:06 AM    0    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
10:32:06 AM    1    0.50    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   99.50
10:32:06 AM    2    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
10:32:06 AM    3    0.00    0.00    0.00  100.00    0.00    0.00    0.00    0.00    0.00    0.00
10:32:06 AM    4    0.50    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   99.50
10:32:06 AM    5    0.50    0.00    0.00   99.50    0.00    0.00    0.00    0.00    0.00    0.00
10:32:06 AM    6    0.50    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   99.50
10:32:06 AM    7    0.00    0.00    0.00    0.50    0.00    0.00    0.00    0.00    0.00   99.50
10:32:06 AM    8    1.99    0.00    0.50    0.00    0.00    0.00    0.00    0.00    0.00   97.51
10:32:06 AM    9    0.00    0.00    0.50    0.00    0.00    0.00    0.00    0.00    0.00   99.50

10:32:06 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
10:32:08 AM  all    0.15    0.00    0.15   19.97    0.00    0.00    0.00    0.00    0.00   79.73
10:32:08 AM    0    0.50    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   99.50
10:32:08 AM    1    0.00    0.00    1.00    0.00    0.00    0.00    0.00    0.00    0.00   99.00
10:32:08 AM    2    0.50    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00   99.50
10:32:08 AM    3    0.50    0.00    0.00   99.50    0.00    0.00    0.00    0.00    0.00    0.00
10:32:08 AM    4    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
10:32:08 AM    5    0.00    0.00    0.00  100.00    0.00    0.00    0.00    0.00    0.00    0.00
10:32:08 AM    6    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
10:32:08 AM    7    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00
10:32:08 AM    8    0.00    0.00    0.50    0.00    0.00    0.00    0.00    0.00    0.00   99.50
10:32:08 AM    9    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00  100.00

10:32:08 AM  CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
